YEAR,MONTH,COMMODITY,"WEIGHT, KG PER BAG"," PRICE, ¢ GH"
2003,MAY,SORGHUM,109,218.177
2003,JUNE,SORGHUM,109,199.202
2003,JULY,SORGHUM,109,169.851
2003,AUGUST,SORGHUM,109,147.612
2003,SEPTEMBER,SORGHUM,109,130.303
2003,OCTOBER,SORGHUM,109,104.263
2003,NOVEMBER,SORGHUM,109,131.66
2003,DECEMBER,SORGHUM,109,137.382
2004,JANUARY,SORGHUM,109,149.471
2004,FEBRUARY,SORGHUM,109,153.279
2004,MARCH,SORGHUM,109,171.739
2004,APRIL,SORGHUM,109,203.53
2004,MAY,SORGHUM,109,218.481
2004,JUNE,SORGHUM,109,228.998
2004,JULY,SORGHUM,109,252.753
2004,AUGUST,SORGHUM,109,333.35
2004,SEPTEMBER,SORGHUM,109,214.9671
2004,OCTOBER,SORGHUM,109,198
2004,NOVEMBER,SORGHUM,109,228.1621
2004,DECEMBER,SORGHUM,109,230.68
2005,JANUARY,SORGHUM,109,253.173
2005,FEBRUARY,SORGHUM,109,278.776
2005,MARCH,SORGHUM,109,284.196
2005,APRIL,SORGHUM,109,327.745
2005,MAY,SORGHUM,109,424.474
2005,JUNE,SORGHUM,109,499.912
2005,JULY,SORGHUM,109,508.701
2005,AUGUST,SORGHUM,109,633
2005,SEPTEMBER,SORGHUM,109,331.567
2005,OCTOBER,SORGHUM,109,249.375
2005,NOVEMBER,SORGHUM,109,225.563
2005,DECEMBER,SORGHUM,109,273.513
2006,JANUARY,SORGHUM,109,359.778
2006,FEBRUARY,SORGHUM,109,401.551
2006,MARCH,SORGHUM,109,398.746
2006,APRIL,SORGHUM,109,441.892
2006,MAY,SORGHUM,109,497.867
2006,JUNE,SORGHUM,109,566.357
2006,JULY,SORGHUM,109,530.884
2006,AUGUST,SORGHUM,109,414.691
2006,SEPTEMBER,SORGHUM,109,319.212
2006,OCTOBER,SORGHUM,109,341.612
2006,NOVEMBER,SORGHUM,109,364.818
2006,DECEMBER,SORGHUM,109,402.639
2007,JANUARY,SORGHUM,109,441.266
2007,FEBRUARY,SORGHUM,109,471.985
2007,MARCH,SORGHUM,109,493.975
2007,APRIL,SORGHUM,109,493.084
2007,MAY,SORGHUM,109,530.184
2007,JUNE,SORGHUM,109,647.137
2007,JULY,SORGHUM,109,567.211
2007,AUGUST,SORGHUM,109,422.163
2007,SEPTEMBER,SORGHUM,109,370.36
2007,OCTOBER,SORGHUM,109,342.243
2007,NOVEMBER,SORGHUM,109,355.483
2007,DECEMBER,SORGHUM,109,427.757
2008,JANUARY,SORGHUM,109,493.15
2008,FEBRUARY,SORGHUM,109,477.016
2008,MARCH,SORGHUM,109,476.452
2008,APRIL,SORGHUM,109,563.877
2008,MAY,SORGHUM,109,624.502
2008,JUNE,SORGHUM,109,689.87
2008,JULY,SORGHUM,109,652.49
2008,AUGUST,SORGHUM,109,678.05
2008,SEPTEMBER,SORGHUM,109,418.7
2008,OCTOBER,SORGHUM,109,433
2008,NOVEMBER,SORGHUM,109,464
2008,DECEMBER,SORGHUM,109,521
2009,JANUARY,SORGHUM,109,525.61
2009,FEBRUARY,SORGHUM,109,541.6
2009,MARCH,SORGHUM,109,616.18
2009,APRIL,SORGHUM,109,735.26
2009,MAY,SORGHUM,109,771.23
2009,JUNE,SORGHUM,109,920.55
2009,JULY,SORGHUM,109,900.79
2009,AUGUST,SORGHUM,109,615.79
2009,SEPTEMBER,SORGHUM,109,538.41
2009,OCTOBER,SORGHUM,109,580.83
2009,NOVEMBER,SORGHUM,109,645.6
2009,DECEMBER,SORGHUM,109,598.31
2010,JANUARY,SORGHUM,109,608.63
2010,FEBRUARY,SORGHUM,109,655.5
2010,MARCH,SORGHUM,109,648
2010,APRIL,SORGHUM,109,728.47
2010,MAY,SORGHUM,109,807.45
2010,JUNE,SORGHUM,109,884.2
2010,JULY,SORGHUM,109,884.15
2010,AUGUST,SORGHUM,109,700.75
2010,SEPTEMBER,SORGHUM,109,609.01
2010,OCTOBER,SORGHUM,109,522.3
2010,NOVEMBER,SORGHUM,109,545.91
2010,DECEMBER,SORGHUM,109,625.73
2011,JANUARY,SORGHUM,109,0.01
2011,FEBRUARY,SORGHUM,109,0.01
2011,MARCH,SORGHUM,109,0.01
2011,APRIL,SORGHUM,109,0.01
2011,MAY,SORGHUM,109,0.01
2011,JUNE,SORGHUM,109,0.01
2011,JULY,SORGHUM,109,0.01
2011,AUGUST,SORGHUM,109,0.01
2011,SEPTEMBER,SORGHUM,109,0.01
2011,OCTOBER,SORGHUM,109,0.007
2011,NOVEMBER,SORGHUM,109,0.007
2011,DECEMBER,SORGHUM,109,0.007
2012,JANUARY,SORGHUM,109,0.01
2012,FEBRUARY,SORGHUM,109,0.01
2012,MARCH,SORGHUM,109,0.01
2012,APRIL,SORGHUM,109,0.01
2012,MAY,SORGHUM,109,0.01
2012,JUNE,SORGHUM,109,0.01
2012,JULY,SORGHUM,109,0.01
2012,AUGUST,SORGHUM,109,0.01
2012,SEPTEMBER,SORGHUM,109,0.01
2012,OCTOBER,SORGHUM,109,0.01
2012,NOVEMBER,SORGHUM,109,0.01
2012,DECEMBER,SORGHUM,109,0.01
2013,JANUARY,SORGHUM,109,0.008
2013,FEBRUARY,SORGHUM,109,0.008
2013,MARCH,SORGHUM,109,0.008
2013,APRIL,SORGHUM,109,0.009
2013,MAY,SORGHUM,109,0.009
2013,JUNE,SORGHUM,109,0.011
2013,JULY,SORGHUM,109,0.01
2013,AUGUST,SORGHUM,109,0.01
2013,SEPTEMBER,SORGHUM,109,0.01
2013,OCTOBER,SORGHUM,109,0.01
2013,NOVEMBER,SORGHUM,109,0.01
2013,DECEMBER,SORGHUM,109,0.01
2013,JANUARY,SORGHUM,109,0.01
2014,FEBRUARY,SORGHUM,109,0.01
2014,MARCH,SORGHUM,109,0.01
2014,APRIL,SORGHUM,109,0.01
2014,MAY,SORGHUM,109,0.01
2014,JUNE,SORGHUM,109,0.01
2014,JULY,SORGHUM,109,0.02
2014,AUGUST,SORGHUM,109,0.02
2014,SEPTEMBER,SORGHUM,109,0.02
2014,OCTOBER,SORGHUM,109,0.01
2014,NOVEMBER,SORGHUM,109,0.01
2014,DECEMBER,SORGHUM,109,0.01
2015,JANUARY,SORGHUM,109,0.01
2015,FEBRUARY,SORGHUM,109,0.01
2015,MARCH,SORGHUM,109,0.01
2015,APRIL,SORGHUM,109,0.01
2015,MAY,SORGHUM,109,0.013
2015,JUNE,SORGHUM,109,0.02
2015,JULY,SORGHUM,109,0.02
2015,AUGUST,SORGHUM,109,0.02
2015,SEPTEMBER,SORGHUM,109,0.02
2015,OCTOBER,SORGHUM,109,0.01
2015,NOVEMBER,SORGHUM,109,0.02
2015,DECEMBER,SORGHUM,109,0.02
2016,JANUARY,SORGHUM,109,0.01
2016,FEBRUARY,SORGHUM,109,0.01
2016,MARCH,SORGHUM,109,0.02
2016,APRIL,SORGHUM,109,0.02
2016,MAY,SORGHUM,109,0.02
2016,JUNE,SORGHUM,109,0.02
2016,JULY,SORGHUM,109,0.02
2016,AUGUST,SORGHUM,109,0.02
2016,SEPTEMBER,SORGHUM,109,0.02
2016,OCTOBER,SORGHUM,109,0.02
2016,NOVEMBER,SORGHUM,109,0.02
2016,DECEMBER,SORGHUM,109,0.02
2017,JANUARY,SORGHUM,109,0.02
2017,FEBRUARY,SORGHUM,109,0.02
2017,MARCH,SORGHUM,109,0.02
2017,APRIL,SORGHUM,109,0.02
2017,MAY,SORGHUM,109,0.02
2017,JUNE,SORGHUM,109,0.04
2017,JULY,SORGHUM,109,0.04
2017,AUGUST,SORGHUM,109,0.04
2017,SEPTEMBER,SORGHUM,109,0.04
2017,OCTOBER,SORGHUM,109,0.04
2017,NOVEMBER,SORGHUM,109,0.04
2017,DECEMBER,SORGHUM,109,0.05
1970,JANUARY,YAM,250,0.051
1970,FEBRUARY,YAM,250,0.057
1970,MARCH,YAM,250,0.055
1970,APRIL,YAM,250,0.05
1970,MAY,YAM,250,0.063
1970,JUNE,YAM,250,0.108
1970,JULY,YAM,250,0.125
1970,AUGUST,YAM,250,0.135
1970,SEPTEMBER,YAM,250,0.11
1970,OCTOBER,YAM,250,0.074
1970,NOVEMBER,YAM,250,0.086
1970,DECEMBER,YAM,250,0.098
1971,JANUARY,YAM,250,0.086
1971,FEBRUARY,YAM,250,0.088
1971,MARCH,YAM,250,0.084
1971,APRIL,YAM,250,0.075
1971,MAY,YAM,250,0.114
1971,JUNE,YAM,250,0.128
1971,JULY,YAM,250,0.129
1971,AUGUST,YAM,250,0.109
1971,SEPTEMBER,YAM,250,0.079
1971,OCTOBER,YAM,250,0.113
1971,NOVEMBER,YAM,250,0.1
1971,DECEMBER,YAM,250,0.112
1972,JANUARY,YAM,250,0.124
1972,FEBRUARY,YAM,250,0.112
1972,MARCH,YAM,250,0.114
1972,APRIL,YAM,250,0.131
1972,MAY,YAM,250,0.131
1972,JUNE,YAM,250,0.142
1972,JULY,YAM,250,0.148
1972,AUGUST,YAM,250,0.117
1972,SEPTEMBER,YAM,250,0.074
1972,OCTOBER,YAM,250,0.111
1972,NOVEMBER,YAM,250,0.17
1972,DECEMBER,YAM,250,0.133
1973,JANUARY,YAM,250,0.129
1973,FEBRUARY,YAM,250,0.157
1973,MARCH,YAM,250,0.155
1973,APRIL,YAM,250,0.144
1973,MAY,YAM,250,0.135
1973,JUNE,YAM,250,0.226
1973,JULY,YAM,250,0.242
1973,AUGUST,YAM,250,0.196
1973,SEPTEMBER,YAM,250,0.144
1973,OCTOBER,YAM,250,0.278
1973,NOVEMBER,YAM,250,0.267
1973,DECEMBER,YAM,250,0.248
1974,JANUARY,YAM,250,0.312
1974,FEBRUARY,YAM,250,0.322
1974,MARCH,YAM,250,0.27
1974,APRIL,YAM,250,0.299
1974,MAY,YAM,250,0.27
1974,JUNE,YAM,250,0.431
1974,JULY,YAM,250,0.539
1974,AUGUST,YAM,250,0.535
1974,SEPTEMBER,YAM,250,0.46
1974,OCTOBER,YAM,250,0.487
1974,NOVEMBER,YAM,250,0.405
1974,DECEMBER,YAM,250,0.51
1975,JANUARY,YAM,250,0.382
1975,FEBRUARY,YAM,250,0.395
1975,MARCH,YAM,250,0.373
1975,APRIL,YAM,250,0.421
1975,MAY,YAM,250,0.552
1975,JUNE,YAM,250,0.645
1975,JULY,YAM,250,0.724
1975,AUGUST,YAM,250,0.581
1975,SEPTEMBER,YAM,250,0.575
1975,OCTOBER,YAM,250,0.74
1975,NOVEMBER,YAM,250,0.849
1975,DECEMBER,YAM,250,0.547
1976,JANUARY,YAM,250,1.127
1976,FEBRUARY,YAM,250,1.335
1976,MARCH,YAM,250,1.062
1976,APRIL,YAM,250,2.757
1976,MAY,YAM,250,4.637
1976,JUNE,YAM,250,4.227
1976,JULY,YAM,250,4.333
1976,AUGUST,YAM,250,5.427
1976,SEPTEMBER,YAM,250,2.625
1976,OCTOBER,YAM,250,2.9
1976,NOVEMBER,YAM,250,1.85
1976,DECEMBER,YAM,250,1.4
1977,JANUARY,YAM,250,2.674
1977,FEBRUARY,YAM,250,2.215
1977,MARCH,YAM,250,2.196
1977,APRIL,YAM,250,2.11
1977,MAY,YAM,250,2.796
1977,JUNE,YAM,250,3.055
1977,JULY,YAM,250,2.59
1977,AUGUST,YAM,250,2.233
1977,SEPTEMBER,YAM,250,1.42
1977,OCTOBER,YAM,250,1.387
1977,NOVEMBER,YAM,250,0.803
1977,DECEMBER,YAM,250,0.973
1978,JANUARY,YAM,250,0.935
1978,FEBRUARY,YAM,250,0.627
1978,MARCH,YAM,250,0.876
1978,APRIL,YAM,250,0.76
1978,MAY,YAM,250,1.239
1978,JUNE,YAM,250,1.217
1978,JULY,YAM,250,1.186
1978,AUGUST,YAM,250,1.014
1978,SEPTEMBER,YAM,250,1.154
1978,OCTOBER,YAM,250,1.009
1978,NOVEMBER,YAM,250,1.537
1978,DECEMBER,YAM,250,0.933
1979,JANUARY,YAM,250,1.2
1979,FEBRUARY,YAM,250,1.869
1979,MARCH,YAM,250,1.301
1979,APRIL,YAM,250,1.905
1979,MAY,YAM,250,1.982
1979,JUNE,YAM,250,1.953
1979,JULY,YAM,250,2.992
1979,AUGUST,YAM,250,2.266
1979,SEPTEMBER,YAM,250,2.344
1979,OCTOBER,YAM,250,2.24
1979,NOVEMBER,YAM,250,2.44
1979,DECEMBER,YAM,250,2.719
1980,JANUARY,YAM,250,2.77
1980,FEBRUARY,YAM,250,2.161
1980,MARCH,YAM,250,3.004
1980,APRIL,YAM,250,3.31
1980,MAY,YAM,250,4.366
1980,JUNE,YAM,250,5.477
1980,JULY,YAM,250,5.451
1980,AUGUST,YAM,250,5.856
1980,SEPTEMBER,YAM,250,5.105
1980,OCTOBER,YAM,250,5.144
1980,NOVEMBER,YAM,250,5.792
1980,DECEMBER,YAM,250,4.314
1981,JANUARY,YAM,250,4.159
1981,FEBRUARY,YAM,250,3.851
1981,MARCH,YAM,250,3.922
1981,APRIL,YAM,250,4.736
1981,MAY,YAM,250,4.899
1981,JUNE,YAM,250,5.717
1981,JULY,YAM,250,6.339
1981,AUGUST,YAM,250,4.704
1981,SEPTEMBER,YAM,250,4.895
1981,OCTOBER,YAM,250,4.906
1981,NOVEMBER,YAM,250,3.893
1981,DECEMBER,YAM,250,4.104
1982,JANUARY,YAM,250,4.33
1982,FEBRUARY,YAM,250,4.387
