REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
BRONG AHAFO,ATEBUBU -AMANTIN,2005,YAM," 7,915.00 ", 12.14 ," 96,081.00 "
BRONG AHAFO,PRU,2005,YAM," 11,398.00 ", 12.23 ," 139,453.00 "
BRONG AHAFO,TAIN,2005,YAM," 6,346.00 ", 12.24 ," 77,679.00 "
UPPER WEST,WA WEST,2005,MAIZE," 3,087.00 ", 1.91 ," 5,887.00 "
UPPER WEST,WA EAST,2005,MAIZE," 4,734.00 ", 1.33 ," 6,313.00 "
UPPER WEST,WA MUNICIPAL,2005,MAIZE," 4,414.00 ", 1.34 ," 5,906.00 "
UPPER WEST,LAWRA,2005,MAIZE," 2,844.00 ", 0.66 ," 1,865.00 "
UPPER WEST,SISSALA EAST,2005,MAIZE," 5,842.00 ", 1.55 ," 9,073.00 "
UPPER WEST,SISSALA WEST,2005,MAIZE," 4,307.00 ", 1.58 ," 6,785.00 "
UPPER WEST,JIRAPA-LAMBUSSIE,2005,MAIZE," 2,306.00 ", 1.34 ," 3,099.00 "
UPPER WEST,NADOWLI,2005,MAIZE," 6,726.00 ", 1.26 ," 8,494.00 "
UPPER WEST,WA WEST,2005,RICE," 1,785.00 ", 1.73 ," 3,083.00 "
UPPER WEST,WA EAST,2005,RICE, 466.00 , 1.18 , 552.00 
UPPER WEST,WA MUNICIPAL,2005,RICE, 339.00 , 1.17 , 396.00 
UPPER WEST,JIRAPA-LAMBUSSIE,2005,RICE, 933.00 , 0.88 , 818.00 
UPPER WEST,WA WEST,2005,YAM," 3,057.00 ", 9.16 ," 27,997.00 "
UPPER WEST,WA EAST,2005,YAM," 2,125.00 ", 11.21 ," 23,822.00 "
UPPER WEST,WA MUNICIPAL,2005,YAM," 2,148.00 ", 28.74 ," 61,733.00 "
UPPER WEST,SISSALA EAST,2005,YAM," 3,606.00 ", 15.04 ," 54,238.00 "
UPPER WEST,SISSALA WEST,2005,YAM," 2,249.00 ", 15.29 ," 34,386.00 "
UPPER WEST,JIRAPA-LAMBUSSIE,2005,YAM, 657.00 , 11.73 ," 7,704.00 "
UPPER WEST,NADOWLI,2005,YAM," 4,915.00 ", 14.45 ," 71,027.00 "
UPPER WEST,WA WEST,2005,SOYABEAN," 3,443.00 ", 0.66 ," 2,270.00 "
UPPER WEST,WA EAST,2005,SOYABEAN," 3,451.00 ", 0.67 ," 2,295.00 "
UPPER WEST,WA MUNICIPAL,2005,SOYABEAN," 3,504.00 ", 0.94 ," 3,301.00 "
UPPER WEST,LAWRA,2005,SOYABEAN, 125.00 , 1.21 , 151.00 
UPPER WEST,SISSALA EAST,2005,SOYABEAN, 118.00 , 1.09 , 129.00 
UPPER WEST,SISSALA WEST,2005,SOYABEAN, 120.00 , 1.14 , 137.00 
UPPER WEST,NADOWLI,2005,SOYABEAN, 368.00 , 1.42 , 523.00 
UPPER EAST,BUILSA,2005,MAIZE," 1,728.00 ", 0.56 , 976.00 
UPPER EAST,KASINA-NANKANA,2005,MAIZE," 2,187.00 ", 0.98 ," 2,154.00 "
UPPER EAST,TALENSI NABDAM,2005,MAIZE, 964.00 , 1.09 ," 1,048.00 "
UPPER EAST,BOLGATANGA MUNICIPAL,2005,MAIZE, 947.00 , 1.43 ," 1,357.00 "
UPPER EAST,GARU TEMPANE,2005,MAIZE," 1,741.00 ", 0.93 ," 1,622.00 "
UPPER EAST,BAWKU MUNICIPAL,2005,MAIZE," 3,697.00 ", 1.12 ," 4,148.00 "
UPPER EAST,BAWKU WEST,2005,MAIZE," 2,132.00 ", 1.50 ," 3,191.00 "
UPPER EAST,BUILSA,2005,RICE," 4,881.00 ", 3.23 ," 15,751.00 "
UPPER EAST,KASINA-NANKANA,2005,RICE," 2,466.00 ", 4.26 ," 10,496.00 "
UPPER EAST,BONGO,2005,RICE, 660.00 , 1.56 ," 1,030.00 "
UPPER EAST,TALENSI NABDAM,2005,RICE, 863.00 , 1.24 ," 1,073.00 "
UPPER EAST,BOLGATANGA MUNICIPAL,2005,RICE," 1,963.00 ", 5.16 ," 10,122.00 "
UPPER EAST,GARU TEMPANE,2005,RICE," 1,457.00 ", 1.31 ," 1,915.00 "
UPPER EAST,BAWKU MUNICIPAL,2005,RICE," 1,843.00 ", 1.99 ," 3,662.00 "
UPPER EAST,BAWKU WEST,2005,RICE," 1,565.00 ", 3.54 ," 5,546.00 "
UPPER EAST,BAWKU MUNICIPAL,2005,SOYABEAN, 695.00 , 0.71 , 496.00 
UPPER EAST,BAWKU WEST,2005,SOYABEAN, 526.00 , 0.73 , 382.00 
WESTERN,SHAMA AHANTA EAST,2005,COCOYAM, 122.60 , 4.09 , 500.95 
WESTERN,WEST AHANTA,2005,COCOYAM, 137.31 , 5.64 , 773.78 
WESTERN,MPORHOR WASSA EAST,2005,COCOYAM," 1,653.59 ", 5.85 ," 9,679.58 "
WESTERN,WASSA WEST,2005,COCOYAM, 586.50 , 5.03 ," 2,951.46 "
WESTERN,EAST NZEMA,2005,COCOYAM, 102.00 , 5.55 , 566.32 
WESTERN,JOMORO,2005,COCOYAM, 85.33 , 3.68 , 314.06 
WESTERN,AMENFI EAST,2005,COCOYAM," 1,010.20 ", 6.08 ," 6,144.46 "
WESTERN,AMENFI  WEST (WASSA AMENFI),2005,COCOYAM, 810.12 , 6.20 ," 5,020.15 "
WESTERN,AOWIN -SUAMAN,2005,COCOYAM," 5,017.64 ", 6.23 ," 31,249.83 "
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2005,COCOYAM," 8,073.73 ", 6.26 ," 50,534.99 "
WESTERN,SEFWI-WIAWSO,2005,COCOYAM," 10,837.55 ", 6.38 ," 69,186.44 "
WESTERN,BIA,2005,COCOYAM," 3,920.15 ", 6.65 ," 26,085.82 "
WESTERN,JUABESO,2005,COCOYAM," 5,648.28 ", 6.70 ," 37,820.16 "
WESTERN,SHAMA AHANTA EAST,2005,PLANTAIN, 305.52 , 9.03 ," 2,759.39 "
WESTERN,WEST AHANTA,2005,PLANTAIN, 274.48 , 4.96 ," 1,362.13 "
WESTERN,MPORHOR WASSA EAST,2005,PLANTAIN," 1,676.95 ", 8.96 ," 15,029.49 "
WESTERN,WASSA WEST,2005,PLANTAIN," 1,158.06 ", 7.10 ," 8,218.11 "
WESTERN,EAST NZEMA,2005,PLANTAIN, 315.22 , 13.10 ," 4,129.70 "
WESTERN,JOMORO,2005,PLANTAIN, 256.05 , 12.53 ," 3,207.19 "
WESTERN,AMENFI EAST,2005,PLANTAIN," 4,602.17 ", 9.93 ," 45,677.03 "
WESTERN,AMENFI  WEST (WASSA AMENFI),2005,PLANTAIN," 4,277.25 ", 8.44 ," 36,084.37 "
WESTERN,AOWIN -SUAMAN,2005,PLANTAIN," 7,853.27 ", 10.54 ," 82,777.11 "
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2005,PLANTAIN," 8,848.39 ", 10.17 ," 90,016.71 "
WESTERN,SEFWI-WIAWSO,2005,PLANTAIN," 11,410.86 ", 9.53 ," 108,723.84 "
WESTERN,BIA,2005,PLANTAIN," 4,893.14 ", 9.73 ," 47,593.63 "
WESTERN,JUABESO,2005,PLANTAIN," 6,584.64 ", 9.93 ," 65,353.28 "
CENTRAL,UPPER DENKYIRA,2005,COCOYAM," 5,934.00 ", 5.20 ," 30,847.00 "
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2005,COCOYAM," 1,814.00 ", 5.62 ," 10,187.00 "
CENTRAL,ASSIN SOUTH,2005,COCOYAM," 1,177.00 ", 4.57 ," 5,384.00 "
CENTRAL,ASSIN NORTH,2005,COCOYAM," 1,971.00 ", 4.58 ," 9,019.00 "
CENTRAL,ABURA-ASEBU-KWAMANKESE,2005,COCOYAM, 736.00 , 4.26 ," 3,136.00 "
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2005,COCOYAM, 54.00 , 4.46 , 241.00 
CENTRAL,MFANTSIMAN,2005,COCOYAM, 687.00 , 4.16 ," 2,855.00 "
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2005,COCOYAM," 1,079.00 ", 5.09 ," 5,497.00 "
CENTRAL,AJUMAKO-ENYAN-ESIAM,2005,COCOYAM," 2,537.00 ", 4.16 ," 10,552.00 "
CENTRAL,CAPE COAST,2005,COCOYAM, 539.00 , 4.47 ," 2,412.00 "
CENTRAL,AGONA,2005,COCOYAM," 1,814.00 ", 4.78 ," 8,678.00 "
CENTRAL,UPPER DENKYIRA,2005,PLANTAIN," 5,819.00 ", 5.96 ," 34,655.00 "
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2005,PLANTAIN, 282.00 , 7.75 ," 2,185.00 "
CENTRAL,ASSIN SOUTH,2005,PLANTAIN," 1,492.00 ", 5.85 ," 8,735.00 "
CENTRAL,ASSIN NORTH,2005,PLANTAIN," 1,088.00 ", 5.76 ," 6,264.00 "
CENTRAL,ABURA-ASEBU-KWAMANKESE,2005,PLANTAIN, 335.00 , 5.45 ," 1,827.00 "
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2005,PLANTAIN, 301.00 , 7.39 ," 2,223.00 "
CENTRAL,MFANTSIMAN,2005,PLANTAIN, 249.00 , 5.56 ," 1,385.00 "
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2005,PLANTAIN, 379.00 , 6.75 ," 2,560.00 "
CENTRAL,AJUMAKO-ENYAN-ESIAM,2005,PLANTAIN, 327.00 , 6.94 ," 2,271.00 "
CENTRAL,CAPE COAST,2005,PLANTAIN, 124.00 , 5.56 , 690.00 
CENTRAL,AGONA,2005,PLANTAIN," 1,715.00 ", 7.44 ," 12,765.00 "
EASTERN,BIRIM SOUTH,2005,COCOYAM," 7,871.00 ", 7.90 ," 62,194.00 "
EASTERN,WEST AKIM,2005,COCOYAM," 7,871.00 ", 7.80 ," 61,375.00 "
EASTERN,SUHUM KRABOA COALTAR,2005,COCOYAM," 2,623.00 ", 7.28 ," 19,094.00 "
EASTERN,AKUAPIM SOUTH,2005,COCOYAM," 1,049.00 ", 8.01 ," 8,401.00 "
EASTERN,AKUAPIM NORTH,2005,COCOYAM," 1,049.00 ", 8.11 ," 8,511.00 "
EASTERN,NEW JUABEN,2005,COCOYAM," 1,204.00 ", 7.80 ," 9,392.00 "
EASTERN,YILO KROBO,2005,COCOYAM," 1,419.00 ", 8.74 ," 12,395.00 "
EASTERN,EAST AKIM,2005,COCOYAM," 2,942.00 ", 8.11 ," 23,862.00 "
EASTERN,ATIWA,2005,COCOYAM," 4,928.00 ", 7.69 ," 37,919.00 "
EASTERN,KWAEBIBIREM,2005,COCOYAM," 5,772.00 ", 7.80 ," 45,009.00 "
EASTERN,BIRIM NORTH,2005,COCOYAM," 2,624.00 ", 8.11 ," 21,277.00 "
EASTERN,KWAHU WEST,2005,COCOYAM," 1,040.00 ", 7.90 ," 8,215.00 "
EASTERN,KWAHU WEST,2005,COCOYAM," 1,255.00 ", 7.80 ," 9,789.00 "
EASTERN,FANTEAKWA,2005,COCOYAM," 9,249.00 ", 8.42 ," 77,891.00 "
EASTERN,AFRAM PLAINS,2005,COCOYAM, 525.00 , 7.79 ," 4,092.00 "
EASTERN,ASUOGYAMAN,2005,COCOYAM, 525.00 , 8.00 ," 4,201.00 "
EASTERN,MANYA KROBO,2005,COCOYAM, 525.00 , 8.73 ," 4,583.00 "
EASTERN,BIRIM SOUTH,2005,PLANTAIN," 9,827.00 ", 9.48 ," 93,145.00 "
EASTERN,WEST AKIM,2005,PLANTAIN," 7,593.00 ", 9.73 ," 73,857.00 "
EASTERN,SUHUM KRABOA COALTAR,2005,PLANTAIN," 9,846.00 ", 9.68 ," 95,283.00 "
EASTERN,AKUAPIM SOUTH,2005,PLANTAIN," 2,271.00 ", 10.03 ," 22,770.00 "
EASTERN,AKUAPIM NORTH,2005,PLANTAIN," 1,514.00 ", 9.53 ," 14,426.00 "
EASTERN,NEW JUABEN,2005,PLANTAIN, 757.00 , 10.12 ," 7,659.00 "
EASTERN,YILO KROBO,2005,PLANTAIN, 757.00 , 9.82 ," 7,433.00 "
EASTERN,EAST AKIM,2005,PLANTAIN," 3,815.00 ", 9.68 ," 36,914.00 "
EASTERN,ATIWA,2005,PLANTAIN," 6,789.00 ", 9.78 ," 66,374.00 "
EASTERN,KWAEBIBIREM,2005,PLANTAIN," 6,059.00 ", 9.79 ," 59,294.00 "
EASTERN,BIRIM NORTH,2005,PLANTAIN," 6,052.00 ", 9.63 ," 58,266.00 "
EASTERN,KWAHU WEST,2005,PLANTAIN," 1,947.00 ", 9.33 ," 18,161.00 "
EASTERN,KWAHU WEST,2005,PLANTAIN," 4,119.00 ", 9.93 ," 40,883.00 "
EASTERN,FANTEAKWA,2005,PLANTAIN," 11,358.00 ", 10.04 ," 114,087.00 "
EASTERN,AFRAM PLAINS,2005,PLANTAIN, 772.00 , 8.54 ," 6,590.00 "
EASTERN,ASUOGYAMAN,2005,PLANTAIN," 1,518.00 ", 8.64 ," 13,122.00 "
EASTERN,MANYA KROBO,2005,PLANTAIN, 752.00 , 9.62 ," 7,237.00 "
VOLTA,NORTH DAYI (KPANDO),2005,COCOYAM, 100.00 , 6.00 , 600.00 
VOLTA,SOUTH DAYI,2005,COCOYAM, 95.00 , 4.21 , 400.00 
VOLTA,HOHOE MUNICIPAL,2005,COCOYAM, 245.00 , 2.45 , 600.00 
VOLTA,JASIKAN,2005,COCOYAM," 2,000.00 ", 9.08 ," 18,152.00 "
VOLTA,KADJEBI,2005,COCOYAM," 2,056.00 ", 7.34 ," 15,100.00 "
VOLTA,NKWANTA,2005,COCOYAM, 340.00 , 5.29 ," 1,800.00 "
VOLTA,KRACHI WEST,2005,COCOYAM, 115.00 , 3.04 , 350.00 
VOLTA,KRACHI EAST,2005,COCOYAM, 125.00 , 5.60 , 700.00 
VOLTA,HO MUNICIPAL,2005,COCOYAM, 445.00 , 3.60 ," 1,600.00 "
VOLTA,ADAKLU ANYIGBE,2005,COCOYAM, 60.00 , 4.67 , 280.00 
VOLTA,NORTH DAYI (KPANDO),2005,PLANTAIN, 155.00 , 5.81 , 900.00 
VOLTA,SOUTH DAYI,2005,PLANTAIN, 160.00 , 5.94 , 950.00 
VOLTA,HOHOE MUNICIPAL,2005,PLANTAIN, 235.00 , 6.38 ," 1,500.00 "
VOLTA,JASIKAN,2005,PLANTAIN," 2,500.00 ", 6.51 ," 16,275.00 "
VOLTA,KADJEBI,2005,PLANTAIN," 2,028.00 ", 7.30 ," 14,800.00 "
VOLTA,NKWANTA,2005,PLANTAIN, 320.00 , 6.25 ," 2,000.00 "
VOLTA,KRACHI WEST,2005,PLANTAIN, 155.00 , 5.81 , 900.00 
VOLTA,KRACHI EAST,2005,PLANTAIN, 250.00 , 4.80 ," 1,200.00 "
VOLTA,HO MUNICIPAL,2005,PLANTAIN, 245.00 , 7.76 ," 1,900.00 "
VOLTA,ADAKLU ANYIGBE,2005,PLANTAIN, 90.00 , 4.44 , 400.00 
VOLTA,NKWANTA,2005,SORGHUM," 1,532.00 ", 1.31 ," 2,000.00 "
VOLTA,KRACHI WEST,2005,SORGHUM," 2,300.00 ", 1.04 ," 2,400.00 "
VOLTA,KRACHI EAST,2005,SORGHUM," 1,200.00 ", 0.99 ," 1,190.00 "
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2005,COCOYAM," 11,603.00 ", 4.68 ," 54,286.00 "
ASHANTI,AMANSIE CENTRAL,2005,COCOYAM," 1,963.00 ", 8.42 ," 16,528.00 "
ASHANTI,AMANSIE WEST,2005,COCOYAM," 1,454.00 ", 8.63 ," 12,552.00 "
ASHANTI,EJURA SEKYEREDUMASE,2005,COCOYAM, 91.00 , 4.66 , 424.00 
ASHANTI,SEKYERE WEST ,2005,COCOYAM," 2,725.00 ", 6.55 ," 17,847.00 "
ASHANTI,SEKYERE EAST,2005,COCOYAM," 4,630.00 ", 6.45 ," 29,854.00 "
ASHANTI,AFIGYA SEKYERE,2005,COCOYAM," 4,600.00 ", 7.28 ," 33,478.00 "
ASHANTI,AHAFO ANO NORTH,2005,COCOYAM," 2,296.00 ", 6.97 ," 15,994.00 "
ASHANTI,AHAFO ANO SOUTH,2005,COCOYAM," 13,164.00 ", 5.93 ," 78,016.00 "
ASHANTI,ATWIMA MPONUA,2005,COCOYAM," 7,703.00 ", 5.72 ," 44,051.00 "
ASHANTI,ATWIMA NWABIAGYA,2005,COCOYAM," 6,982.00 ", 5.72 ," 39,927.00 "
ASHANTI,EJUSU JUABEN,2005,COCOYAM," 3,125.00 ", 8.06 ," 25,179.00 "
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2005,COCOYAM," 1,339.00 ", 8.21 ," 10,996.00 "
ASHANTI,KWABRE ,2005,COCOYAM," 3,860.00 ", 6.79 ," 26,209.00 "
ASHANTI,OFFINSO,2005,COCOYAM," 2,042.00 ", 5.93 ," 12,102.00 "
ASHANTI,ADANSI NORTH,2005,COCOYAM," 1,396.00 ", 5.41 ," 7,546.00 "
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2005,COCOYAM, 742.00 , 6.45 ," 4,786.00 "
ASHANTI,ADANSI  SOUTH,2005,COCOYAM," 3,207.00 ", 7.92 ," 25,409.00 "
ASHANTI,ASANTE AKIM NORTH,2005,COCOYAM," 1,794.00 ", 9.68 ," 17,364.00 "
ASHANTI,ASANTE AKIM SOUTH,2005,COCOYAM," 11,375.00 ", 5.20 ," 59,135.00 "
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2005,COCOYAM, 217.00 , 7.89 ," 1,713.00 "
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2005,PLANTAIN," 6,295.00 ", 9.03 ," 56,852.00 "
ASHANTI,AMANSIE CENTRAL,2005,PLANTAIN," 4,138.00 ", 8.10 ," 33,510.00 "
ASHANTI,AMANSIE WEST,2005,PLANTAIN," 2,904.00 ", 9.92 ," 28,821.00 "
ASHANTI,EJURA SEKYEREDUMASE,2005,PLANTAIN, 666.00 , 8.20 ," 5,463.00 "
ASHANTI,SEKYERE WEST ,2005,PLANTAIN," 3,482.00 ", 14.39 ," 50,110.00 "
ASHANTI,SEKYERE EAST,2005,PLANTAIN," 3,042.00 ", 13.30 ," 40,452.00 "
ASHANTI,AFIGYA SEKYERE,2005,PLANTAIN," 5,094.00 ", 8.04 ," 40,952.00 "
ASHANTI,AHAFO ANO NORTH,2005,PLANTAIN," 6,155.00 ", 10.02 ," 61,700.00 "
ASHANTI,AHAFO ANO SOUTH,2005,PLANTAIN," 6,715.00 ", 8.44 ," 56,647.00 "
ASHANTI,ATWIMA MPONUA,2005,PLANTAIN," 5,733.00 ", 8.59 ," 49,220.00 "
ASHANTI,ATWIMA NWABIAGYA,2005,PLANTAIN," 7,119.00 ", 9.06 ," 64,510.00 "
ASHANTI,EJUSU JUABEN,2005,PLANTAIN," 3,200.00 ", 8.69 ," 27,794.00 "
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2005,PLANTAIN," 3,098.00 ", 9.12 ," 28,258.00 "
ASHANTI,KWABRE ,2005,PLANTAIN," 2,393.00 ", 10.12 ," 24,223.00 "
ASHANTI,OFFINSO,2005,PLANTAIN," 5,573.00 ", 10.42 ," 58,078.00 "
ASHANTI,ADANSI NORTH,2005,PLANTAIN," 3,814.00 ", 8.96 ," 34,179.00 "
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2005,PLANTAIN," 1,116.00 ", 6.25 ," 6,980.00 "
ASHANTI,ADANSI  SOUTH,2005,PLANTAIN," 3,322.00 ", 10.12 ," 33,635.00 "
ASHANTI,ASANTE AKIM NORTH,2005,PLANTAIN," 1,978.00 ", 6.05 ," 11,973.00 "
ASHANTI,ASANTE AKIM SOUTH,2005,PLANTAIN," 7,832.00 ", 11.22 ," 87,838.00 "
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2005,PLANTAIN," 1,740.00 ", 8.89 ," 15,465.00 "
ASHANTI,EJURA SEKYEREDUMASE,2005,GROUNDNUT," 40,783.00 ", 1.22 ," 49,898.00 "
BRONG AHAFO, SUNYANI MUNICIPAL ,2005,COCOYAM," 2,029.00 ", 5.36 ," 10,866.00 "
BRONG AHAFO,ASUTIFI,2005,COCOYAM," 13,800.00 ", 7.47 ," 103,024.00 "
BRONG AHAFO, WENCHI MUNICIPAL ,2005,COCOYAM," 2,570.00 ", 5.56 ," 14,294.00 "
BRONG AHAFO,DORMA AHENKRO,2005,COCOYAM," 4,776.00 ", 4.68 ," 22,347.00 "
BRONG AHAFO,BEREKUM,2005,COCOYAM," 4,620.00 ", 6.16 ," 28,482.00 "
BRONG AHAFO,TANO NORTH,2005,COCOYAM," 2,187.00 ", 6.53 ," 14,281.00 "
BRONG AHAFO,TANO SOUTH,2005,COCOYAM," 2,481.00 ", 6.55 ," 16,254.00 "
BRONG AHAFO,NKORANZA,2005,COCOYAM, 677.00 , 4.68 ," 3,166.00 "
BRONG AHAFO,TECHIMAN MUNICIPAL,2005,COCOYAM," 3,403.00 ", 6.34 ," 21,585.00 "
BRONG AHAFO,ASUNAFO NORTH,2005,COCOYAM," 3,610.00 ", 7.49 ," 27,022.00 "
BRONG AHAFO,ASUNAFO SOUTH,2005,COCOYAM," 9,876.00 ", 7.49 ," 73,935.00 "
BRONG AHAFO,JAMAN NORTH,2005,COCOYAM," 1,040.00 ", 7.28 ," 7,566.00 "
BRONG AHAFO,JAMAN SOUTH,2005,COCOYAM," 2,422.00 ", 7.28 ," 17,631.00 "
BRONG AHAFO,KINTAMPO NORTH,2005,COCOYAM, 304.00 , 5.69 ," 1,729.00 "
BRONG AHAFO,KINTAMPO SOUTH,2005,COCOYAM, 498.00 , 5.69 ," 2,834.00 "
BRONG AHAFO, SUNYANI MUNICIPAL ,2005,PLANTAIN," 3,438.00 ", 9.93 ," 34,125.00 "
BRONG AHAFO,ASUTIFI,2005,PLANTAIN," 15,611.00 ", 11.51 ," 179,726.00 "
BRONG AHAFO, WENCHI MUNICIPAL ,2005,PLANTAIN, 941.00 , 7.44 ," 7,003.00 "
BRONG AHAFO,DORMA AHENKRO,2005,PLANTAIN," 2,628.00 ", 8.64 ," 22,696.00 "
BRONG AHAFO,BEREKUM,2005,PLANTAIN," 2,289.00 ", 8.83 ," 20,219.00 "
BRONG AHAFO,TANO NORTH,2005,PLANTAIN," 3,433.00 ", 9.73 ," 33,396.00 "
BRONG AHAFO,TANO SOUTH,2005,PLANTAIN," 3,538.00 ", 9.83 ," 34,766.00 "
BRONG AHAFO,NKORANZA,2005,PLANTAIN, 482.00 , 7.05 ," 3,397.00 "
BRONG AHAFO,TECHIMAN MUNICIPAL,2005,PLANTAIN," 7,323.00 ", 9.43 ," 69,045.00 "
BRONG AHAFO,ASUNAFO NORTH,2005,PLANTAIN," 7,226.00 ", 11.41 ," 82,474.00 "
BRONG AHAFO,ASUNAFO SOUTH,2005,PLANTAIN," 9,735.00 ", 11.71 ," 114,011.00 "
BRONG AHAFO,JAMAN NORTH,2005,PLANTAIN, 552.00 , 7.43 ," 4,101.00 "
BRONG AHAFO,JAMAN SOUTH,2005,PLANTAIN, 862.00 , 7.45 ," 6,418.00 "
BRONG AHAFO,KINTAMPO NORTH,2005,PLANTAIN, 33.00 , 8.91 , 294.00 
BRONG AHAFO,KINTAMPO SOUTH,2005,PLANTAIN, 49.00 , 10.02 , 491.00 
UPPER WEST,WA WEST,2005,MILLET," 6,509.00 ", 0.50 ," 3,272.00 "
UPPER WEST,WA EAST,2005,MILLET," 5,421.00 ", 0.66 ," 3,600.00 "
UPPER WEST,WA MUNICIPAL,2005,MILLET," 6,561.00 ", 1.99 ," 13,070.00 "
UPPER WEST,LAWRA,2005,MILLET," 11,248.00 ", 0.58 ," 6,515.00 "
UPPER WEST,SISSALA EAST,2005,MILLET," 4,008.00 ", 1.29 ," 5,168.00 "
UPPER WEST,SISSALA WEST,2005,MILLET," 4,124.00 ", 1.08 ," 4,435.00 "
UPPER WEST,JIRAPA-LAMBUSSIE,2005,MILLET," 9,913.00 ", 0.90 ," 8,905.00 "
UPPER WEST,NADOWLI,2005,MILLET," 9,151.00 ", 0.92 ," 8,407.00 "
UPPER WEST,WA WEST,2005,SORGHUM," 3,917.00 ", 0.91 ," 3,551.00 "
UPPER WEST,WA EAST,2005,SORGHUM," 2,674.00 ", 0.83 ," 2,210.00 "
UPPER WEST,WA MUNICIPAL,2005,SORGHUM," 4,449.00 ", 1.67 ," 7,431.00 "
UPPER WEST,LAWRA,2005,SORGHUM," 51,561.00 ", 0.83 ," 42,569.00 "
UPPER WEST,SISSALA EAST,2005,SORGHUM, 227.00 , 5.04 ," 1,144.00 "
UPPER WEST,SISSALA WEST,2005,SORGHUM," 6,542.00 ", 1.14 ," 7,472.00 "
UPPER WEST,JIRAPA-LAMBUSSIE,2005,SORGHUM," 10,359.00 ", 0.83 ," 8,609.00 "
UPPER WEST,NADOWLI,2005,SORGHUM," 14,015.00 ", 1.04 ," 14,527.00 "
UPPER WEST,WA WEST,2005,GROUNDNUT," 15,248.00 ", 0.48 ," 7,309.00 "
UPPER WEST,WA EAST,2005,GROUNDNUT," 9,991.00 ", 0.42 ," 4,174.00 "
UPPER WEST,WA MUNICIPAL,2005,GROUNDNUT," 11,873.00 ", 3.02 ," 35,886.00 "
UPPER WEST,LAWRA,2005,GROUNDNUT," 12,228.00 ", 1.06 ," 12,948.00 "
UPPER WEST,SISSALA EAST,2005,GROUNDNUT," 7,412.00 ", 1.25 ," 9,232.00 "
UPPER WEST,SISSALA WEST,2005,GROUNDNUT," 4,986.00 ", 1.08 ," 5,375.00 "
UPPER WEST,JIRAPA-LAMBUSSIE,2005,GROUNDNUT," 20,112.00 ", 1.05 ," 21,023.00 "
UPPER WEST,NADOWLI,2005,GROUNDNUT," 27,660.00 ", 1.39 ," 38,566.00 "
UPPER WEST,WA WEST,2005,COWPEA," 3,860.00 ", 0.36 ," 1,401.00 "
UPPER WEST,WA EAST,2005,COWPEA," 4,165.00 ", 0.54 ," 2,232.00 "
UPPER WEST,WA MUNICIPAL,2005,COWPEA," 2,811.00 ", 1.03 ," 2,900.00 "
UPPER WEST,LAWRA,2005,COWPEA," 2,747.00 ", 0.33 , 909.00 
UPPER WEST,SISSALA EAST,2005,COWPEA," 5,424.00 ", 0.70 ," 3,816.00 "
UPPER WEST,SISSALA WEST,2005,COWPEA," 7,026.00 ", 0.82 ," 5,760.00 "
UPPER WEST,JIRAPA-LAMBUSSIE,2005,COWPEA," 12,837.00 ", 0.78 ," 10,021.00 "
UPPER WEST,NADOWLI,2005,COWPEA," 20,052.00 ", 0.95 ," 18,979.00 "
UPPER EAST,BUILSA,2005,MILLET," 20,560.00 ", 0.90 ," 18,457.00 "
UPPER EAST,KASINA-NANKANA,2005,MILLET," 10,160.00 ", 1.17 ," 11,895.00 "
UPPER EAST,BONGO,2005,MILLET," 8,692.00 ", 0.75 ," 6,554.00 "
UPPER EAST,TALENSI NABDAM,2005,MILLET," 2,515.00 ", 1.28 ," 3,214.00 "
UPPER EAST,BOLGATANGA MUNICIPAL,2005,MILLET," 10,910.00 ", 1.20 ," 13,112.00 "
UPPER EAST,GARU TEMPANE,2005,MILLET," 5,140.00 ", 0.99 ," 5,105.00 "
UPPER EAST,BAWKU MUNICIPAL,2005,MILLET," 6,095.00 ", 1.08 ," 6,596.00 "
UPPER EAST,BAWKU WEST,2005,MILLET," 10,960.00 ", 0.75 ," 8,241.00 "
UPPER EAST,BUILSA,2005,SORGHUM," 46,071.00 ", 1.08 ," 49,973.00 "
UPPER EAST,KASINA-NANKANA,2005,SORGHUM," 14,821.00 ", 1.42 ," 21,041.00 "
UPPER EAST,BONGO,2005,SORGHUM," 11,931.00 ", 1.01 ," 12,095.00 "
